"日期","收入预估~iPhone"
"2024-04-12","336457"
"2024-04-11","478592"
"2024-04-10","618677"
"2024-04-09","700912"
"2024-04-08","718524"
"2024-04-07","1174201"
"2024-04-06","1523783"
"2024-04-05","1487862"
"2024-04-04","1478075"
"2024-04-03","1809866"
"2024-04-02","279378"
"2024-04-01","259673"
"2024-03-31","202924"
"2024-03-30","213740"
"2024-03-29","215321"
"2024-03-28","237460"
"2024-03-27","245521"
"2024-03-26","287254"
"2024-03-25","313201"
"2024-03-24","307353"
"2024-03-23","303175"
"2024-03-22","316906"
"2024-03-21","458478"
"2024-03-20","501815"
"2024-03-19","517987"
"2024-03-18","1586325"
"2024-03-17","1792168"
"2024-03-16","1808299"
"2024-03-15","1784941"
"2024-03-14","1844351"
"2024-03-13","236509"
"2024-03-12","244983"
"2024-03-11","269677"
"2024-03-10","211617"
"2024-03-09","179717"
"2024-03-08","179414"
"2024-03-07","194135"
"2024-03-06","229570"
"2024-03-05","267153"
"2024-03-04","306739"
"2024-03-03","227816"
"2024-03-02","195560"
"2024-03-01","1024472"
"2024-02-29","229594"
"2024-02-28","228982"
"2024-02-27","267267"
"2024-02-26","313845"
"2024-02-25","281487"
"2024-02-24","313662"
"2024-02-23","597215"
"2024-02-22","731641"
"2024-02-21","1819385"
"2024-02-20","494316"
"2024-02-19","359738"
"2024-02-18","381005"
"2024-02-17","333242"
"2024-02-16","334586"
"2024-02-15","389011"
"2024-02-14","497755"
"2024-02-13","445399"
"2024-02-12","476985"
"2024-02-11","453682"
"2024-02-10","434822"
"2024-02-09","391772"
"2024-02-08","519742"
"2024-02-07","478247"
"2024-02-06","550441"
"2024-02-05","1523064"
"2024-02-04","1805726"
"2024-02-03","1811098"
"2024-02-02","1842004"
"2024-02-01","1836303"
"2024-01-31","342973"
"2024-01-30","364891"
"2024-01-29","312860"
"2024-01-28","313066"
"2024-01-27","313626"
"2024-01-26","617953"
"2024-01-25","353234"
"2024-01-24","386883"
"2024-01-23","407375"
"2024-01-22","372597"
"2024-01-21","386448"
"2024-01-20","330548"
"2024-01-19","391704"
"2024-01-18","480871"
"2024-01-17","570295"
"2024-01-16","570116"
"2024-01-15","582250"
"2024-01-14","720646"
"2024-01-13","1256123"
"2024-01-12","1517889"
"2024-01-11","951482"
"2024-01-10","1845161"
"2024-01-09","431620"
"2024-01-08","330455"
"2024-01-07","494100"
"2024-01-06","313278"
"2024-01-05","276349"
