"日期","收入预估~iPhone"
"2024-01-04","361001"
"2024-01-03","358545"
"2024-01-02","359587"
"2024-01-01","262467"
"2023-12-31","310760"
"2023-12-30","320727"
"2023-12-29","351920"
"2023-12-28","519316"
"2023-12-27","692417"
"2023-12-26","1518747"
"2023-12-25","1545725"
"2023-12-24","1812462"
"2023-12-23","1820812"
"2023-12-22","1818394"
"2023-12-21","1828931"
"2023-12-20","1569908"
"2023-12-19","198426"
"2023-12-18","234965"
"2023-12-17","299500"
"2023-12-16","184158"
"2023-12-15","186426"
"2023-12-14","187368"
"2023-12-13","204852"
"2023-12-12","198702"
"2023-12-11","228909"
"2023-12-10","243574"
"2023-12-09","234091"
"2023-12-08","180200"
"2023-12-07","190532"
"2023-12-06","190832"
"2023-12-05","235550"
"2023-12-04","314066"
"2023-12-03","353047"
"2023-12-02","385773"
"2023-12-01","531497"
"2023-11-30","1154805"
"2023-11-29","1832917"
"2023-11-28","1836031"
"2023-11-27","1292972"
"2023-11-26","1433008"
"2023-11-25","771775"
"2023-11-24","621165"
"2023-11-23","1158894"
"2023-11-22","1389124"
"2023-11-21","1514172"
"2023-11-20","1258172"
"2023-11-19","719476"
"2023-11-18","718787"
"2023-11-17","1060439"
"2023-11-16","1285229"
"2023-11-15","1736517"
"2023-11-14","1803881"
"2023-11-13","1283235"
"2023-11-12","1521470"
"2023-11-11","1796185"
"2023-11-10","1844186"
"2023-11-09","1885867"
"2023-11-08","951291"
"2023-11-07","421294"
"2023-11-06","344771"
"2023-11-05","432715"
"2023-11-04","396008"
"2023-11-03","353473"
"2023-11-02","477035"
"2023-11-01","580302"
"2023-10-31","755890"
"2023-10-30","1588986"
"2023-10-29","307015"
"2023-10-28","295761"
"2023-10-27","246872"
"2023-10-26","287937"
"2023-10-25","393180"
"2023-10-24","342206"
"2023-10-23","447018"
"2023-10-22","488135"
"2023-10-21","695524"
"2023-10-20","1516668"
"2023-10-19","1820153"
"2023-10-18","1833913"
"2023-10-17","1425423"
"2023-10-16","718728"
"2023-10-15","768756"
"2023-10-14","635076"
"2023-10-13","1610553"
"2023-10-12","1545112"
"2023-10-11","1534522"
"2023-10-10","1818720"
"2023-10-09","1810710"
"2023-10-08","1792117"
"2023-10-07","1319631"
"2023-10-06","1671545"
"2023-10-05","1516916"
"2023-10-04","1820397"
"2023-10-03","1781143"
"2023-10-02","1843881"
"2023-10-01","1843403"
"2023-09-30","1826955"
"2023-09-29","1843230"
"2023-09-28","1836747"
"2023-09-27","914874"
"2023-09-26","324649"
"2023-09-25","322584"
"2023-09-24","343832"
"2023-09-23","316350"
"2023-09-22","240970"
"2023-09-21","326530"
"2023-09-20","344899"
"2023-09-19","390089"
"2023-09-18","402258"
"2023-09-17","336065"
"2023-09-16","346120"
"2023-09-15","289324"
"2023-09-14","365178"
"2023-09-13","445233"
"2023-09-12","474861"
"2023-09-11","476712"
"2023-09-10","571613"
"2023-09-09","551616"
"2023-09-08","707555"
"2023-09-07","1807367"
"2023-09-06","1843120"
"2023-09-05","1839264"
"2023-09-04","470997"
"2023-09-03","493753"
"2023-09-02","507619"
"2023-09-01","407983"
"2023-08-31","337930"
"2023-08-30","353762"
"2023-08-29","405759"
"2023-08-28","341013"
"2023-08-27","434170"
"2023-08-26","312541"
"2023-08-25","513236"
"2023-08-24","618187"
"2023-08-23","838351"
"2023-08-22","579622"
"2023-08-21","1391194"
"2023-08-20","1257941"
"2023-08-19","1252312"
"2023-08-18","1607614"
"2023-08-17","1788333"
"2023-08-16","1832733"
"2023-08-15","331203"
"2023-08-14","342860"
"2023-08-13","313643"
"2023-08-12","313475"
"2023-08-11","313121"
"2023-08-10","312995"
"2023-08-09","319064"
"2023-08-08","321491"
"2023-08-07","344368"
"2023-08-06","360440"
"2023-08-05","339466"
"2023-08-04","303613"
"2023-08-03","436180"
"2023-08-02","550099"
"2023-08-01","658325"
"2023-07-31","674563"
"2023-07-30","569477"
"2023-07-29","673912"
"2023-07-28","1448167"
"2023-07-27","1234748"
"2023-07-26","1828874"
"2023-07-25","1802307"
"2023-07-24","248130"
"2023-07-23","248016"
"2023-07-22","181796"
"2023-07-21","190063"
"2023-07-20","191755"
"2023-07-19","224083"
"2023-07-18","215418"
"2023-07-17","218230"
"2023-07-16","233712"
"2023-07-15","229394"
"2023-07-14","313505"
"2023-07-13","318947"
"2023-07-12","353583"
"2023-07-11","332577"
"2023-07-10","516780"
"2023-07-09","590343"
"2023-07-08","1470915"
"2023-07-07","1253887"
"2023-07-06","1695632"
"2023-07-05","1792229"
"2023-07-04","793556"
"2023-07-03","484568"
"2023-07-02","432916"
"2023-07-01","453007"
"2023-06-30","352270"
"2023-06-29","320087"
"2023-06-28","505160"
"2023-06-27","587545"
"2023-06-26","503973"
"2023-06-25","612422"
"2023-06-24","516863"
"2023-06-23","428367"
"2023-06-22","521325"
"2023-06-21","635715"
"2023-06-20","681294"
"2023-06-19","595986"
"2023-06-18","721599"
"2023-06-17","973020"
"2023-06-16","1140749"
"2023-06-15","1838405"
"2023-06-14","1883207"
"2023-06-13","468909"
"2023-06-12","332772"
"2023-06-11","313202"
"2023-06-10","312702"
"2023-06-09","322963"
"2023-06-08","358628"
"2023-06-07","343202"
"2023-06-06","313854"
"2023-06-05","313273"
"2023-06-04","329786"
"2023-06-03","313117"
"2023-06-02","313913"
"2023-06-01","345447"
"2023-05-31","346823"
"2023-05-30","345005"
"2023-05-29","447008"
"2023-05-28","492357"
"2023-05-27","610017"
"2023-05-26","1789062"
"2023-05-25","1835033"
"2023-05-24","882675"
"2023-05-23","350883"
"2023-05-22","319023"
"2023-05-21","340901"
"2023-05-20","274455"
"2023-05-19","313990"
"2023-05-18","389954"
"2023-05-17","331494"
"2023-05-16","337848"
"2023-05-15","391735"
"2023-05-14","423423"
"2023-05-13","326721"
"2023-05-12","313204"
"2023-05-11","326695"
"2023-05-10","416159"
"2023-05-09","368839"
"2023-05-08","520144"
"2023-05-07","654061"
"2023-05-06","1287805"
"2023-05-05","1335066"
"2023-05-04","1788639"
"2023-05-03","1820795"
"2023-05-02","1791220"
"2023-05-01","427119"
"2023-04-30","322514"
"2023-04-29","313270"
"2023-04-28","323881"
"2023-04-27","505462"
"2023-04-26","740244"
"2023-04-25","756041"
"2023-04-24","1258973"
"2023-04-23","1279447"
"2023-04-22","758822"
"2023-04-21","793408"
"2023-04-20","927411"
"2023-04-19","1788255"
"2023-04-18","1835732"
"2023-04-17","1835343"
"2023-04-16","1384581"
"2023-04-15","2127172"
"2023-04-14","3708966"
"2023-04-13","3664594"
