"日期","收入预估~iPhone"
"2023-08-16","1819022"
"2023-08-15","1836482"
"2023-08-14","1844960"
"2023-08-13","1848822"
"2023-08-12","1817431"
"2023-08-11","1818263"
"2023-08-10","1807365"
"2023-08-09","1572795"
"2023-08-08","1830355"
"2023-08-07","1833093"
"2023-08-06","1833787"
"2023-08-05","1837376"
"2023-08-04","1193292"
"2023-08-03","1792604"
"2023-08-02","1835685"
"2023-08-01","1551227"
"2023-07-31","1846554"
"2023-07-30","1839968"
"2023-07-29","1832390"
"2023-07-28","1840054"
"2023-07-27","1845851"
"2023-07-26","1820108"
"2023-07-25","1837852"
"2023-07-24","1830312"
"2023-07-23","1841528"
"2023-07-22","1840564"
"2023-07-21","1837314"
"2023-07-20","1823087"
"2023-07-19","1563113"
"2023-07-18","1837208"
"2023-07-17","1829341"
"2023-07-16","1813733"
"2023-07-15","1790208"
"2023-07-14","1624097"
"2023-07-13","1888120"
"2023-07-12","1812926"
"2023-07-11","1810877"
"2023-07-10","1809243"
"2023-07-09","1814531"
"2023-07-08","1823144"
"2023-07-07","1839363"
"2023-07-06","1880772"
"2023-07-05","1812602"
"2023-07-04","1781950"
"2023-07-03","1847593"
"2023-07-02","1832614"
"2023-07-01","1834722"
"2023-06-30","1595794"
"2023-06-29","0"
"2023-06-28","0"
"2023-06-27","0"
"2023-06-26","0"
"2023-06-25","0"
"2023-06-24",""
"2023-06-23",""
"2023-06-22",""
"2023-06-21",""
"2023-06-20",""
"2023-06-19",""
"2023-06-18",""
"2023-06-17",""
"2023-06-16",""
"2023-06-15",""
"2023-06-14",""
"2023-06-13",""
"2023-06-12",""
"2023-06-11",""
"2023-06-10",""
"2023-06-09",""
"2023-06-08",""
"2023-06-07",""
"2023-06-06",""
"2023-06-05",""
"2023-06-04",""
"2023-06-03",""
"2023-06-02",""
"2023-06-01",""
"2023-05-31",""
"2023-05-30",""
"2023-05-29",""
"2023-05-28",""
"2023-05-27",""
"2023-05-26",""
"2023-05-25",""
"2023-05-24",""
"2023-05-23",""
"2023-05-22",""
"2023-05-21",""
"2023-05-20",""
"2023-05-19",""
"2023-05-18",""
"2023-05-17",""
"2023-05-16",""
"2023-05-15",""
"2023-05-14",""
"2023-05-13",""
"2023-05-12",""
"2023-05-11",""
"2023-05-10",""
"2023-05-09",""
"2023-05-08",""
"2023-05-07",""
"2023-05-06",""
"2023-05-05",""
"2023-05-04",""
"2023-05-03",""
"2023-05-02",""
"2023-05-01",""
"2023-04-30",""
"2023-04-29",""
"2023-04-28",""
"2023-04-27",""
"2023-04-26",""
"2023-04-25",""
"2023-04-24",""
