"日期","收入预估~iPhone"
"2023-09-12","1791274"
"2023-09-11","1848027"
"2023-09-10","1829203"
"2023-09-09","1844896"
"2023-09-08","1841487"
"2023-09-07","1253890"
"2023-09-06","1230507"
"2023-09-05","1794493"
"2023-09-04","1518466"
"2023-09-03","1525998"
"2023-09-02","1571610"
"2023-09-01","1527326"
"2023-08-31","1522877"
"2023-08-30","1536871"
"2023-08-29","1819627"
"2023-08-28","1817090"
"2023-08-27","1817207"
"2023-08-26","1811761"
"2023-08-25","1603699"
"2023-08-24","1523997"
"2023-08-23","1259482"
"2023-08-22","1818253"
"2023-08-21","1797081"
"2023-08-20","1821895"
"2023-08-19","1807718"
"2023-08-18","1795440"
"2023-08-17","1215936"
"2023-08-16","1530047"
"2023-08-15","1812968"
"2023-08-14","1809617"
"2023-08-13","1812177"
"2023-08-12","1835852"
"2023-08-11","1518162"
"2023-08-10","1654298"
"2023-08-09","1796553"
"2023-08-08","1804622"
"2023-08-07","1814953"
"2023-08-06","1811589"
"2023-08-05","1561668"
"2023-08-04","1434131"
"2023-08-03","1243432"
"2023-08-02","1281856"
"2023-08-01","1545694"
"2023-07-31","1818531"
"2023-07-30","1806901"
"2023-07-29","1786805"
"2023-07-28","1785196"
"2023-07-27","1517934"
"2023-07-26","1256499"
"2023-07-25","1781570"
"2023-07-24","1810101"
"2023-07-23","1796005"
"2023-07-22","1819399"
"2023-07-21","1793796"
"2023-07-20","1237754"
"2023-07-19","1540905"
"2023-07-18","1821207"
"2023-07-17","1809834"
"2023-07-16","1846714"
"2023-07-15","1809135"
"2023-07-14","1833678"
"2023-07-13","1790234"
"2023-07-12","1841115"
"2023-07-11","1836114"
"2023-07-10","1841310"
"2023-07-09","1831375"
"2023-07-08","1832851"
"2023-07-07","1885402"
"2023-07-06","1819906"
"2023-07-05","1880841"
"2023-07-04","1887286"
"2023-07-03","1812570"
"2023-07-02","1805133"
"2023-07-01","1805086"
"2023-06-30","1698599"
"2023-06-29","1607526"
"2023-06-28","1148842"
"2023-06-27","1814176"
"2023-06-26","1834637"
"2023-06-25","1845205"
"2023-06-24","1840951"
"2023-06-23","1833008"
"2023-06-22","1595144"
"2023-06-21","1795911"
"2023-06-20","1829689"
"2023-06-19","1841210"
"2023-06-18","1836424"
"2023-06-17","1840716"
"2023-06-16","1424912"
"2023-06-15","734451"
"2023-06-14","1281179"
