"日期","收入预估~iPhone"
"2023-08-10","1056470"
"2023-08-09","1053705"
"2023-08-08","1054327"
"2023-08-07","1050576"
"2023-08-06","1049426"
"2023-08-05","1045101"
"2023-08-04","1051572"
"2023-08-03","1048798"
"2023-08-02","1052155"
"2023-08-01","1055158"
"2023-07-31","1052636"
"2023-07-30","1043548"
"2023-07-29","1053683"
"2023-07-28","1050572"
"2023-07-27","1049601"
"2023-07-26","1058137"
"2023-07-25","1052877"
"2023-07-24","1051541"
"2023-07-23","1056539"
"2023-07-22","1057831"
"2023-07-21","1047831"
"2023-07-20","1050497"
"2023-07-19","1049073"
"2023-07-18","1053584"
"2023-07-17","1053509"
"2023-07-16","1047875"
"2023-07-15","1048488"
"2023-07-14","1057224"
"2023-07-13","1051322"
"2023-07-12","1043815"
"2023-07-11","1043034"
"2023-07-10","1047502"
"2023-07-09","1051311"
"2023-07-08","1049834"
"2023-07-07","1057469"
"2023-07-06","1046246"
"2023-07-05","1045887"
"2023-07-04","1056326"
"2023-07-03","1048051"
"2023-07-02","1058967"
"2023-07-01","1052040"
"2023-06-30","1047704"
"2023-06-29","1052203"
"2023-06-28","1050975"
"2023-06-27","1052258"
"2023-06-26","1046755"
"2023-06-25","1043122"
"2023-06-24","1045999"
"2023-06-23","1050723"
"2023-06-22","1043750"
"2023-06-21","993549"
"2023-06-20","1055615"
"2023-06-19","1045238"
"2023-06-18","1056928"
"2023-06-17","1051051"
"2023-06-16","1045196"
"2023-06-15","1045554"
"2023-06-14","1053191"
"2023-06-13","1046606"
"2023-06-12","1051163"
"2023-06-11","1044100"
"2023-06-10","1046156"
"2023-06-09","1051507"
"2023-06-08","1049218"
"2023-06-07","1056627"
"2023-06-06","1047859"
"2023-06-05","1050510"
"2023-06-04","1047494"
"2023-06-03","1058736"
"2023-06-02","1050842"
"2023-06-01","1050937"
"2023-05-31","1043486"
"2023-05-30","1049196"
"2023-05-29","1052384"
"2023-05-28","1048822"
"2023-05-27","1048269"
"2023-05-26","1046435"
"2023-05-25","1051543"
"2023-05-24","1051331"
"2023-05-23","1052913"
"2023-05-22","1047711"
"2023-05-21","1052652"
"2023-05-20","1050356"
"2023-05-19","1052687"
"2023-05-18","1051848"
"2023-05-17","1051332"
"2023-05-16","1046159"
"2023-05-15","1053104"
"2023-05-14","1058117"
"2023-05-13","1044441"
"2023-05-12","1051052"
